site,shape,run,owned,section,triage,near_tr,target,sample
0803463C,table,154,claimed,dialogue,,,0809A3E6,それで自由になれるなら/苦労はない
08034640,table,154,claimed,dialogue,,,0809A40A,それが　平和につながるとでも/言うのか！
08034644,table,154,claimed,dialogue,,,0809A434,お前と組めば　多くを/敵に回すだけ
08034648,table,154,claimed,dialogue,,,0809A434,お前と組めば　多くを/敵に回すだけ
0803464C,table,154,claimed,dialogue,,,0809A458,我々の力をあなどるなよ
08034650,table,154,claimed,dialogue,,,0809A470,私に手向かえば　どうなるか/分かっているな？
08034654,table,154,claimed,dialogue,,,0809A49E,ここはひとつ…·…·…·/取り引きといこう
08034658,table,154,claimed,dialogue,,,0809A49E,ここはひとつ…·…·…·/取り引きといこう
0803465C,table,154,claimed,dialogue,,,0809A4CA,お前とならば　私も失ったものを/取りもどせそうだ/どうだ/私を仲間にして
08034660,table,154,claimed,dialogue,,,0809A4FC,どうだ/私を仲間にしてはくれぬか？
08034664,table,154,claimed,dialogue,,,0809A520,その身にたっぷりと教えてやろう
08034668,table,154,claimed,dialogue,,,0809A520,その身にたっぷりと教えてやろう
0803466C,table,154,claimed,dialogue,,,0809A540,仕方ない　
08034670,table,154,claimed,dialogue,,,0809A540,仕方ない　
08034674,table,154,claimed,dialogue,,,0809A54C,□たる/この私をぶじょくしたこと/後悔させてやるわ！
08034678,table,154,claimed,dialogue,,,0809A54C,□たる/この私をぶじょくしたこと/後悔させてやるわ！
0803467C,table,154,claimed,dialogue,,,0809A582,そうか　残念だ……
08034680,table,154,claimed,dialogue,,,0809A582,そうか　残念だ……
08034684,table,154,claimed,dialogue,,,0809A582,そうか　残念だ……
08034688,table,154,claimed,dialogue,,,0809A582,そうか　残念だ……
0803468C,table,154,claimed,dialogue,,,0809A582,そうか　残念だ……
08034690,table,154,claimed,dialogue,,,0809A582,そうか　残念だ……
08034694,table,154,claimed,dialogue,,,0809A582,そうか　残念だ……
08034698,table,154,claimed,dialogue,,,0809A582,そうか　残念だ……
0803469C,table,154,claimed,dialogue,,,0809A582,そうか　残念だ……
080346A0,table,154,claimed,dialogue,,,0809A582,そうか　残念だ……
080346AC,table,18,claimed,dialogue,,,0809A59E,お前の事は/きっと　大地も見守ってくれよう
080346B0,table,18,claimed,dialogue,,,0809A59E,お前の事は/きっと　大地も見守ってくれよう
080346B4,table,18,claimed,dialogue,,,0809A59E,お前の事は/きっと　大地も見守ってくれよう
080346B8,table,18,claimed,dialogue,,,0809A5CA,必ずや/神のご加護が得られるだろう
080346BC,table,18,claimed,dialogue,,,0809A5EE,喜捨に　応じるのか？
080346C0,table,18,claimed,dialogue,,,0809A604,寄付するのだな？
080346C4,table,18,claimed,dialogue,,,0809A616,待ってくれ！··私には　まだやらねばならん事が/あるのだ！
080346C8,table,18,claimed,dialogue,,,0809A652,この通りだ！··私は…·…·…·/私は　まだ死にたくない！！
080346CC,table,18,claimed,dialogue,,,0809A690,ドブネズミ共には/生きる価値も無い………
080346D0,table,18,claimed,dialogue,,,0809A690,ドブネズミ共には/生きる価値も無い………
080346D4,table,18,claimed,dialogue,,,0809A690,ドブネズミ共には/生きる価値も無い………
080346D8,table,18,claimed,dialogue,,,0809A690,ドブネズミ共には/生きる価値も無い………
080346DC,table,18,claimed,dialogue,,,0809A6BA,我らの力　欲するならば/おのれ自身を変えることだ……
080346E0,table,18,claimed,dialogue,,,0809A6BA,我らの力　欲するならば/おのれ自身を変えることだ……
080346E4,table,18,claimed,dialogue,,,0809A6F0,ならば　その運命の糸……/今すぐ断ち切ってくれよう！
080346E8,table,18,claimed,dialogue,,,0809A6F0,ならば　その運命の糸……/今すぐ断ち切ってくれよう！
080346EC,table,18,claimed,dialogue,,,0809A726,貴様……/あくまで戦おうというのか！
080346F0,table,18,claimed,dialogue,,,0809A726,貴様……/あくまで戦おうというのか！
080346FC,table,43,claimed,dialogue,,,0809A74E,私に　何か用か？
08034700,table,43,claimed,dialogue,,,0809A74E,私に　何か用か？
08034704,table,43,claimed,dialogue,,,0809A760,お前などに　用はないわ！
08034708,table,43,claimed,dialogue,,,0809A760,お前などに　用はないわ！
0803470C,table,43,claimed,dialogue,,,0809A77A,手短にな………
08034710,table,43,claimed,dialogue,,,0809A77A,手短にな………
08034714,table,43,claimed,dialogue,,,0809A78A,なんだ　ジョークのつもりか？
08034718,table,43,claimed,dialogue,,,0809A78A,なんだ　ジョークのつもりか？
0803471C,table,43,claimed,dialogue,,,0809A7A8,この　異教徒め！
08034720,table,43,claimed,dialogue,,,0809A7A8,この　異教徒め！
08034724,table,43,claimed,dialogue,,,0809A7BA,なぜ戦うのだ？
08034728,table,43,claimed,dialogue,,,0809A7BA,なぜ戦うのだ？
0803472C,table,43,claimed,dialogue,,,0809A7CA,言われるまでもない！
08034730,table,43,claimed,dialogue,,,0809A7CA,言われるまでもない！
08034734,table,43,claimed,dialogue,,,0809A7E0,せっかくだ/もう少し話していけ
08034738,table,43,claimed,dialogue,,,0809A7E0,せっかくだ/もう少し話していけ
0803473C,table,43,claimed,dialogue,,,08090BE8,ふふふ　ここでは　命など/わたげの様に　かるい！
08034740,table,43,claimed,dialogue,,,08090C1A,今日も　この俺の手は/血で染まるのか！
08034744,table,43,claimed,dialogue,,,08090C42,アンタの中にすくう魔が/オイラを狂気に　かりたてるぅ！
08034748,table,43,claimed,dialogue,,,08090C7A,弱肉強食！
0803474C,table,43,claimed,dialogue,,,08090C86,気持ち悪いヤツだ！
08034750,table,43,claimed,dialogue,,,08090C86,気持ち悪いヤツだ！
08034754,table,43,claimed,dialogue,,,08090C9A,げろげろ　ヘーンなヤツ！
08034758,table,43,claimed,dialogue,,,08090CB4,変人ダナ……
0803475C,table,43,claimed,dialogue,,,08090CC2,仲魔の傷は　ワシに任せろ！
08034760,table,43,claimed,dialogue,,,08090CDE,仲魔ことは　任せな……
08034764,table,43,claimed,dialogue,,,08090CF6,オイラが仲魔を治してやるぜェ！
08034768,table,43,claimed,dialogue,,,08090D16,□/ナカマ　ナオス
0803476C,table,43,claimed,dialogue,,,08090D2A,ならば　地獄へ道連れじゃあ！
08034770,table,43,claimed,dialogue,,,08090D48,だったら/一緒に死んでもらうゼ！
08034774,table,43,claimed,dialogue,,,08090D6A,キーホー！/オイラと/ごーとぅへるぅうぅ！！
08034778,table,43,claimed,dialogue,,,08090D98,ナラバ共ニ　地獄ヘ落チヨウゾ！
0803477C,table,43,claimed,dialogue,,,08090DB8,マッカが無いだと！
08034780,table,43,claimed,dialogue,,,08090DCC,マッカがねェのか！？
08034784,table,43,claimed,dialogue,,,08090DE2,ボンビーじゃん！
08034788,table,43,claimed,dialogue,,,08090DF4,マッカ　ナイ！？
0803478C,table,43,claimed,dialogue,,,08090E06,ワシの仲魔/どうなっとるんじゃあ！
08034790,table,43,claimed,dialogue,,,08090E2A,俺の仲魔がぁ！/だ…だいじょぶか？
08034794,table,43,claimed,dialogue,,,08090E4E,ああぁぁぁ！/オイラの仲魔がぁ！！
08034798,table,43,claimed,dialogue,,,08090E72,ナカマニ　何ヲシタ！！
0803479C,table,43,claimed,dialogue,,,08090E8A,甘いな！
080347A0,table,43,claimed,dialogue,,,08090E94,チッチッチッ　トゥースイート！
080347A4,table,43,claimed,dialogue,,,08090EB4,シュガー！　シュガー！
080347AC,table,315,claimed,dialogue,,,08090ED4,何だと！　
080347B0,table,315,claimed,dialogue,,,08090EE0,ぬぁんだとぉ！？　
080347B4,table,315,claimed,dialogue,,,08090EF4,んーだって？　
080347B8,table,315,claimed,dialogue,,,08090F04,ウググ………！！　
080347BC,table,315,claimed,dialogue,,,08090F18,許さんぞ！
080347C0,table,315,claimed,dialogue,,,08090F18,許さんぞ！
080347C4,table,315,claimed,dialogue,,,08090F24,ノーテンに　来た！
080347C8,table,315,claimed,dialogue,,,08090F38,ユルセナイ！！
080347CC,table,315,claimed,dialogue,,,08090F48,死にさらせぇ！
080347D0,table,315,claimed,dialogue,,,08090F58,チーチッチッ　血だあ！！
080347D4,table,315,claimed,dialogue,,,08090F72,むかむかドッカン！/ごーとぅーへる　したる！！
080347D8,table,315,claimed,dialogue,,,08090FA2,死ネッ！！
080347DC,table,315,claimed,dialogue,,,08090FAE,ワシの力　見せてくれる！
080347E0,table,315,claimed,dialogue,,,08090FC8,俺は　本当に恐ろしいぞー！··そうだ　恐怖を教えてやるぜ！
080347E4,table,315,claimed,dialogue,,,08091004,見したる！··オイラの百万馬力ーっ！
080347E8,table,315,claimed,dialogue,,,0809102A,我ガ力ヲ　見ヨ！！
080347EC,table,315,claimed,dialogue,,,0809103E,よいじゃろ
080347F0,table,315,claimed,dialogue,,,0809104A,まあ　いいだろう
080347F4,table,315,claimed,dialogue,,,0809105C,よっしゃあ！
080347F8,table,315,claimed,dialogue,,,0809106A,□は　うなずいた
080347FC,table,315,claimed,dialogue,,,0809107C,ワシは　□□·/今後とも　よろしく
08034800,table,315,claimed,dialogue,,,080910A0,俺は　□□だ/ま　今後とも　よろしく頼む
08034804,table,315,claimed,dialogue,,,080910CA,オイラ/□□だホー！·/今後とも　よろぴーー！
08034808,table,315,claimed,dialogue,,,080910FA,ワレハ/□□·/コンゴトモ　ヨロシク
0803480C,table,315,claimed,dialogue,,,08091120,さらばだ……
08034810,table,315,claimed,dialogue,,,0809112E,あばよ！
08034814,table,315,claimed,dialogue,,,08091138,バッハハーイ！
08034818,table,315,claimed,dialogue,,,08091148,サラバダ！
0803481C,table,315,claimed,dialogue,,,08091154,仲魔がいっぱいじゃぞい/減らすのか？
08034820,table,315,claimed,dialogue,,,0809117A,仲魔がいっぱいじゃねえか……/減らすのか？
08034824,table,315,claimed,dialogue,,,080911A6,仲魔減らせー　いっぱいだあ
08034828,table,315,claimed,dialogue,,,080911C2,仲魔モウ　フヤセナイ/別レルカ？
0803482C,table,315,claimed,dialogue,,,080911E4,用は無いな　さらばじゃ！
08034830,table,315,claimed,dialogue,,,080911FE,つき合い切れねーぜ！
08034834,table,315,claimed,dialogue,,,08091214,オイラ　あきたよ
08034838,table,315,claimed,dialogue,,,08091226,モウ行クゾ！
0803483C,table,315,claimed,dialogue,,,08091234,さらばだ　達者でな………
08034840,table,315,claimed,dialogue,,,0809124E,ヒャーハハハ！！··お前の事は　忘れないぜ！
08034844,table,315,claimed,dialogue,,,0809127C,ブラザー！··お前の事は　忘れないぜェ！
08034848,table,315,claimed,dialogue,,,080912A6,貴様ノコトハ　忘レヌ……
0803484C,table,315,claimed,dialogue,,,080912C0,強欲な奴よ！/付き合うてられんわ！
08034850,table,315,claimed,dialogue,,,080912E4,ほう……そうかい？/その内　報いが来るぜ！
08034854,table,315,claimed,dialogue,,,08091310,うっひゃー　すげケチ！/オイラはゴメンだぜィ！
08034858,table,315,claimed,dialogue,,,08091340,オマエナド　モウ知ラヌ！
0803485C,table,315,claimed,dialogue,,,0809135A,本当に　
08034860,table,315,claimed,dialogue,,,08091364,マジに　
08034864,table,315,claimed,dialogue,,,0809136E,ホント　
08034868,table,315,claimed,dialogue,,,0809136E,ホント　
0803486C,table,315,claimed,dialogue,,,08091378,こーの愚か者めが！
08034870,table,315,claimed,dialogue,,,0809138C,救いがたい　アホだな！！
08034874,table,315,claimed,dialogue,,,080913A6,イカレポンチめ！
08034878,table,315,claimed,dialogue,,,080913B8,オロカモノメッ！
0803487C,table,315,claimed,dialogue,,,080913CA,付き合いきれん
08034880,table,315,claimed,dialogue,,,080913DA,ケッ　やってられんぜ！
08034884,table,315,claimed,dialogue,,,080913F2,バッカでー！
08034888,table,315,claimed,dialogue,,,08091400,□は　鼻で笑った
0803488C,table,315,claimed,dialogue,,,08091412,種族をこえた　友情か？/悪くはないの……
08034890,table,315,claimed,dialogue,,,0809143C,禁断の愛のめばえ……か　ケッ/ま　そのへんは　許容内だがな！
08034894,table,315,claimed,dialogue,,,0809147A,ヒャッホー！/アンタ　オイラのマブダチだー！
08034898,table,315,claimed,dialogue,,,080914A8,コレヨリ/□ノ友　·ト/名ノルガヨイ
0803489C,table,315,claimed,dialogue,,,080914CE,仲魔を　頼んだぞ
080348A0,table,315,claimed,dialogue,,,080914CE,仲魔を　頼んだぞ
080348A4,table,315,claimed,dialogue,,,080914E0,オイラのダチを　頼んだぜ！
080348A8,table,315,claimed,dialogue,,,080914FC,ナカマヲ　タノム……
080348AC,table,315,claimed,dialogue,,,08091512,これを　やろう
080348B0,table,315,claimed,dialogue,,,08091522,お前には　これをやるぜ！
080348B4,table,315,claimed,dialogue,,,0809153C,コレヤルー
080348B8,table,315,claimed,dialogue,,,08091548,コレ　ヤロウ
080348BC,table,315,claimed,dialogue,,,08091556,いいものをやるから/カンベンしろや
080348C0,table,315,claimed,dialogue,,,0809157A,これをくれてやるから/もう放っといてくれ！
080348C4,table,315,claimed,dialogue,,,080915A6,エーン………もうこれで/許してよー！
080348C8,table,315,claimed,dialogue,,,080915CC,ウググウ………/コレヤルカラ　モウ許シテクレ
080348CC,table,315,claimed,dialogue,,,080915FA,そーれ　ウジムシめ！/これを　くれてやるわ！
080348D0,table,315,claimed,dialogue,,,08091628,イヒャハハ！　いいザマだ！/これを　くれてやるぜー！！
080348D4,table,315,claimed,dialogue,,,08091660,ホレホレ　コレヤルー　ほい！
080348D8,table,315,claimed,dialogue,,,0809167E,フッ　アワレナ……/コレデモ　ヤロウ！
080348DC,table,315,claimed,dialogue,,,080916A6,□マッカで/どうじゃ？
080348E0,table,315,claimed,dialogue,,,080916BE,□マッカよこせ/悪くはしねェぜ！
080348E4,table,315,claimed,dialogue,,,080916E0,オイラ　□マッカ/欲しーんだなあ………
080348E8,table,315,claimed,dialogue,,,08091708,□マッカ/イタダキタイ
080348EC,table,315,claimed,dialogue,,,08091720,何じゃ/戦う気は　無いのか？
080348F0,table,315,claimed,dialogue,,,0809173E,何だー？/お前　戦う気ないのか？
080348F4,table,315,claimed,dialogue,,,08091760,オイラをけいけんちにしようって/ワケじゃないんだ？
080348F8,table,315,claimed,dialogue,,,08091794,戦ウノデハ　ナイノカ？
080348FC,table,315,claimed,dialogue,,,080917AC,あと　ひとつ
08034900,table,315,claimed,dialogue,,,080917AC,あと　ひとつ
08034904,table,315,claimed,dialogue,,,080917BA,もー　いっこ
08034908,table,315,claimed,dialogue,,,080917C8,モウ　ヒトツ
0803490C,table,315,claimed,dialogue,,,080917D6,何か　頂けるのかな？
08034910,table,315,claimed,dialogue,,,080917D6,何か　頂けるのかな？
08034914,table,315,claimed,dialogue,,,080917EC,何かクレる？　クレクレー！
08034918,table,315,claimed,dialogue,,,08091808,何カ　出スノカ？
0803491C,table,315,claimed,dialogue,,,0809181A,仲魔になれと　言うのか？
08034920,table,315,claimed,dialogue,,,0809181A,仲魔になれと　言うのか？
08034924,table,315,claimed,dialogue,,,08091834,え　仲魔になれだって？
08034928,table,315,claimed,dialogue,,,0809184C,ナカマ………カ？
0803492C,table,315,claimed,dialogue,,,0809185E,何か　欲しいんじゃな？
08034930,table,315,claimed,dialogue,,,08091876,聞いてやるかも　知れねえぜ··試しに　望みを言ってみな！··何か　欲しい
08034934,table,315,claimed,dialogue,,,080918C6,オイラに　たかろうっての？
08034938,table,315,claimed,dialogue,,,080918E2,何カ　言イタイヨウダナ
0803493C,table,315,claimed,dialogue,,,080918FA,ワシと/かたり合いたかったのか？
08034940,table,315,claimed,dialogue,,,0809191C,分かった　貴様コレだな！/オレのケツにほれたのか！/ゲヒヒヒヒ
08034944,table,315,claimed,dialogue,,,0809195C,オイラと/トークしたかったのかい？
08034948,table,315,claimed,dialogue,,,08091980,□ト/話シタカッタ　ダケカ……？
0803494C,table,315,claimed,dialogue,,,080919A2,ホレホレ　踊れ！踊れ！
08034950,table,315,claimed,dialogue,,,080919BA,IT’S　A/SHOW　TIME！
08034954,table,315,claimed,dialogue,,,080919DE,レッツ　ヒーホー/ダーンスぅ！
08034958,table,315,claimed,dialogue,,,080919FE,モット踊レ！
0803495C,table,315,claimed,dialogue,,,08091A0C,ホイホイ　ええぞお！
08034960,table,315,claimed,dialogue,,,08091A22,ヤーハー！/サイコーじゃねえか！
08034964,table,315,claimed,dialogue,,,08091A44,ヒーホー　ノッてるかーい！
08034968,table,315,claimed,dialogue,,,08091A60,□は/はしゃいでいる
0803496C,table,315,claimed,dialogue,,,08091A76,仲魔になれば　いいんか？
08034970,table,315,claimed,dialogue,,,08091A90,俺サマの力が欲しいのかあ？/エエー！？
08034974,table,315,claimed,dialogue,,,08091AB8,オイラの下僕になりるのかー？
08034978,table,315,claimed,dialogue,,,08091AD6,□/ナカマニ　ナレバ　イイノカ？
0803497C,table,315,claimed,dialogue,,,08091AF8,有難い！　
08034980,table,315,claimed,dialogue,,,08091B04,ケッ　ありがとな！　
08034984,table,315,claimed,dialogue,,,08091B1A,サンキュー！　
08034988,table,315,claimed,dialogue,,,08091B2A,アリガトウ………　
0803498C,table,315,claimed,dialogue,,,08091B3E,ワシの一族の者は/ダイジョブか？
08034990,table,315,claimed,dialogue,,,08091B60,俺の仲魔を　そまつにするな！
08034994,table,315,claimed,dialogue,,,08091B7E,オイラのダチと　仲良くしろー！
08034998,table,315,claimed,dialogue,,,08091B9E,ナカマ　ダイジョウブカ？
0803499C,table,315,claimed,dialogue,,,08091BB8,誰が　そんなコトを！
080349A0,table,315,claimed,dialogue,,,08091BCE,やなこった！
080349A4,table,315,claimed,dialogue,,,08091BCE,やなこった！
080349A8,table,315,claimed,dialogue,,,08091BDC,首を横にふっている
080349AC,table,315,claimed,dialogue,,,08091BF0,グワアーッ！
080349B0,table,315,claimed,dialogue,,,08091BFE,き　貴様と言う奴はッ！
080349B4,table,315,claimed,dialogue,,,08091C16,ヘルプ　ミー！
080349B8,table,315,claimed,dialogue,,,08091C26,□は　一声鳴いた
080349BC,table,315,claimed,dialogue,,,08091C38,やっぱり　殺す気だな！
080349C0,table,315,claimed,dialogue,,,08091C38,やっぱり　殺す気だな！
080349C4,table,315,claimed,dialogue,,,08091C38,やっぱり　殺す気だな！
080349C8,table,315,claimed,dialogue,,,08091C50,ヤハリ　ヤル気ダナ！
080349CC,table,315,claimed,dialogue,,,08091C66,すまぬ　悪かった！
080349D0,table,315,claimed,dialogue,,,08091C7A,悪りィ　悪りィ！
080349D4,table,315,claimed,dialogue,,,08091C8C,イヤー！　あいむソーリー
080349D8,table,315,claimed,dialogue,,,08091CA6,スマナカッタ………
080349DC,table,315,claimed,dialogue,,,08091CBA,MAGが足りぬというか！
080349E0,table,315,claimed,dialogue,,,08091CD4,MAGが足りないだと！
080349E4,table,315,claimed,dialogue,,,08091CEC,マジィ？　MAGが無いん？
080349E8,table,315,claimed,dialogue,,,08091D08,MAGガ　タリヌノカ
080349EC,table,315,claimed,dialogue,,,08091D1E,魔石も無いのか！
080349F0,table,315,claimed,dialogue,,,08091D30,魔石が　ねーのかーよ
080349F4,table,315,claimed,dialogue,,,08091D46,ませきが　無くちゃ/始まらないゼ！
080349F8,table,315,claimed,dialogue,,,08091D6A,マセキガ　ナイノカ！
080349FC,table,315,claimed,dialogue,,,08091D80,□MAG　じゃな/これは　ゆずれんの
08034A00,table,315,claimed,dialogue,,,08091DA6,□MAGよこせ！
08034A04,table,315,claimed,dialogue,,,08091DB8,□MAGクレクレ
08034A08,table,315,claimed,dialogue,,,08091DCA,□MAG/イタダキタイ……
08034A0C,table,315,claimed,dialogue,,,08091DE6,それでは　/
08034A10,table,315,claimed,dialogue,,,08091DF4,では　/
08034A14,table,315,claimed,dialogue,,,08091DFE,そんじゃー　/
08034A18,table,315,claimed,dialogue,,,08091E0E,ソレデハ　/
08034A1C,table,315,claimed,dialogue,,,08091E1C,宝石なんぞ　いいかも知れんのぅ
08034A20,table,315,claimed,dialogue,,,08091E3C,宝石だ！　持ってんだろ？
08034A24,table,315,claimed,dialogue,,,08091E56,宝石　ちょーだい！
08034A28,table,315,claimed,dialogue,,,08091E6A,宝石ダナ
08034A2C,table,315,claimed,dialogue,,,08091E74,足りぬ………
08034A30,table,315,claimed,dialogue,,,08091E82,ちぃと　少ねえなあ………
08034A34,table,315,claimed,dialogue,,,08091E9C,足んない！　ぜんっぜん！
08034A38,table,315,claimed,dialogue,,,08091EB6,マダダ………
08034A3C,table,315,claimed,dialogue,,,08091EC4,んがー　ダメじゃー！/本当に欲しいんは/こんなんじゃ　ないんじゃぁ！
08034A40,table,315,claimed,dialogue,,,08091F0A,ケッ　やっぱシケてんぜ！
08034A44,table,315,claimed,dialogue,,,08091F24,やっぱし　やだー！/暴れてやるるー！
08034A48,table,315,claimed,dialogue,,,08091F4A,コンナモノ……
08034A4C,table,315,claimed,dialogue,,,08091F5A,魔石を　もらおうかの？
08034A50,table,315,claimed,dialogue,,,08091F72,魔石を　渡してもらおう！
08034A54,table,315,claimed,dialogue,,,08091F8C,ませきチョーダイ！/ませきー！
08034A58,table,315,claimed,dialogue,,,08091FAC,マセキダ！
08034A5C,table,315,claimed,dialogue,,,08091FB8,ワシを　殺しに来たのか？
08034A60,table,315,claimed,dialogue,,,08091FD2,オレを　殺るつもりか　ええ？
08034A64,table,315,claimed,dialogue,,,08091FF0,仲魔になんなきゃ··オイラはデッド？
08034A68,table,315,claimed,dialogue,,,08092016,ヤルノカ？
08034A6C,table,315,claimed,dialogue,,,08092022,付き合いが悪いのぉ………
08034A70,table,315,claimed,dialogue,,,0809203C,付き合い悪いぜ！/すなわち　バッド付き合い
08034A74,table,315,claimed,dialogue,,,0809203C,付き合い悪いぜ！/すなわち　バッド付き合い
08034A78,table,315,claimed,dialogue,,,08092068,□は/ちょっと　さびしげだ
08034A7C,table,315,claimed,dialogue,,,08092084,ワシは　心が広いのが自慢じゃ/許してやるから　失せるがいい！
08034A80,table,315,claimed,dialogue,,,080920C2,ヘイヘイ！　ミスター/今回は　見逃してやるぜぇ！
08034A84,table,315,claimed,dialogue,,,080920F4,モーイーヨ/あっち行けポーン！
08034A88,table,315,claimed,dialogue,,,08092114,許シテヤル　行ケ！
08034A8C,table,315,claimed,dialogue,,,08092128,馬鹿に　するか！
08034A90,table,315,claimed,dialogue,,,0809213A,ざけるんじゃ　ねえェ！
08034A94,table,315,claimed,dialogue,,,08092152,キーホー！！··調子くれてんじゃないぜー！
08034A98,table,315,claimed,dialogue,,,0809217E,フザケルナ！
08034A9C,table,315,claimed,dialogue,,,0809218C,お前の命でも　もらおうか！
08034AA0,table,315,claimed,dialogue,,,080921A8,いくぜ　この　キメゼリフ！/我に魂を捧げよ！！
08034AA4,table,315,claimed,dialogue,,,080921D8,命ちょーだい！！
08034AA8,table,315,claimed,dialogue,,,080921EA,貴様ノ命ヲ　頂コウ！
08034AAC,table,315,claimed,dialogue,,,08092200,ハッハッハ！/面白い　面白い
08034AB0,table,315,claimed,dialogue,,,0809221E,ゲヒャヒャ！/笑わせてくれるぜ！
08034AB4,table,315,claimed,dialogue,,,08092240,ヒーホー！/つかみはOKじゃん！
08034AB8,table,315,claimed,dialogue,,,08092262,□は　喜んでいる
08034ABC,table,315,claimed,dialogue,,,08092274,ファッハッハッハ！　
08034AC0,table,315,claimed,dialogue,,,0809228A,ギャハハハハー！　
08034AC4,table,315,claimed,dialogue,,,0809229E,ケケケケケ！　
08034AC8,table,315,claimed,dialogue,,,080922AE,クックックック！　
08034ACC,table,315,claimed,dialogue,,,080922C2,なめたまねを！
08034AD0,table,315,claimed,dialogue,,,080922D2,そんなに　なめてもらっちゃ/悪りィなあ………··ついでに　俺のケツでもな
08034AD4,table,315,claimed,dialogue,,,08092322,オイラをパープーと/思ってんだろ！
08034AD8,table,315,claimed,dialogue,,,08092346,□は/うなっている
08034ADC,table,315,claimed,dialogue,,,0809235A,まあ　こっち　来いや
08034AE0,table,315,claimed,dialogue,,,08092370,人の子よー/こっちに来るんだあ！
08034AE4,table,315,claimed,dialogue,,,08092392,こっちに　カモーン
08034AE8,table,315,claimed,dialogue,,,080923A6,·□は/手まねきをしている
08034AEC,table,315,claimed,dialogue,,,080923C2,見えすいた事を！
08034AF0,table,315,claimed,dialogue,,,080923D4,チッチッチ　ウソはイケねェなあ/ブラザー
08034AF4,table,315,claimed,dialogue,,,080923FE,それって　ウソじゃんけー
08034AF8,table,315,claimed,dialogue,,,08092418,ウソヲツケ！
08034AFC,table,315,claimed,dialogue,,,08092426,むふふ　物分かりのいい………
08034B00,table,315,claimed,dialogue,,,08092444,ケッ　話のうまい奴だぜ！
08034B04,table,315,claimed,dialogue,,,0809245E,そーだよナ！
08034B08,table,315,claimed,dialogue,,,0809246C,フッフッフッ………
08034B0C,table,315,claimed,dialogue,,,08092480,話し合いたいなら/ガンを　置くのが礼儀じゃぞい
08034B10,table,315,claimed,dialogue,,,080924B0,まずは　その　ぶっそうなモン/外してからだな！
08034B14,table,315,claimed,dialogue,,,080924B0,まずは　その　ぶっそうなモン/外してからだな！
08034B18,table,315,claimed,dialogue,,,080924E0,ガンヲ　置ケ　ソレカラダ
08034B1C,table,315,claimed,dialogue,,,080924FA,一体　何者だ？
08034B20,table,315,claimed,dialogue,,,0809250A,どこの何様だ？
08034B24,table,315,claimed,dialogue,,,0809251A,アンタ誰？
08034B28,table,315,claimed,dialogue,,,08092526,何者……カ？
08034B2C,table,315,claimed,dialogue,,,08092534,一族を　敵に回せと？
08034B30,table,315,claimed,dialogue,,,0809254A,魔王を裏切れと　言うのか？
08034B34,table,315,claimed,dialogue,,,08092566,□の仲魔を　裏切ってか？
08034B38,table,315,claimed,dialogue,,,08092580,一族ガ　許スマイ
08034B3C,table,315,claimed,dialogue,,,08092592,どうも　お前の言葉は/信じられん
08034B40,table,315,claimed,dialogue,,,080925B4,うっそでー　信用できないね！
08034B44,table,315,claimed,dialogue,,,080925B4,うっそでー　信用できないね！
08034B48,table,315,claimed,dialogue,,,080925D2,□は/警戒している
08034B4C,table,315,claimed,dialogue,,,080925E6,素直なヤツだ/今どき珍しいわい………
08034B50,table,315,claimed,dialogue,,,0809260C,バカ正直な　野郎だぜ！
08034B54,table,315,claimed,dialogue,,,08092624,正直モンは　バカ見るぜー！
08034B58,table,315,claimed,dialogue,,,08092640,素直ダナ………
08034B5C,table,315,claimed,dialogue,,,08092650,貢ぎ物を　捧げるのじゃあ
08034B60,table,315,claimed,dialogue,,,0809266A,俺サマに　従いな！
08034B64,table,315,claimed,dialogue,,,0809267E,何かクレよー！
08034B68,table,315,claimed,dialogue,,,0809268E,ミツグノダ！
08034B6C,table,315,claimed,dialogue,,,0809269C,知らんのお
08034B70,table,315,claimed,dialogue,,,080926A8,ケッ　知らねェなあ
08034B74,table,315,claimed,dialogue,,,080926BC,知らんポーン
08034B78,table,315,claimed,dialogue,,,080926CA,□は/首をかしげている
08034B7C,table,315,claimed,dialogue,,,080926E2,知ってるぞ！　
08034B80,table,315,claimed,dialogue,,,080926E2,知ってるぞ！　
08034B84,table,315,claimed,dialogue,,,080926F2,あー　知ってるー　
08034B88,table,315,claimed,dialogue,,,08092706,シッテル　
08034B8C,table,315,claimed,dialogue,,,08092712,お願いだ　頼む………
08034B90,table,315,claimed,dialogue,,,08092728,頼むぜ　だんなぁ！/この通りだ！
08034B94,table,315,claimed,dialogue,,,0809274A,お願いだよー/頼むよアニキィ………
08034B98,table,315,claimed,dialogue,,,0809276E,タノム……
08034B9C,table,315,claimed,dialogue,,,0809277A,やはり　仲魔は裏切れん/無かった事にしてくれ！
08034BA0,table,315,claimed,dialogue,,,080927AA,気が変わったゼ··やっぱ　人間何ぞとつるむのは/やめとくわ！　悪りィな！
08034BA4,table,315,claimed,dialogue,,,080927F4,やっぱ　やーんぴッ！··悪いケド　□の仲魔のほーが/ずうぅっと　大事だし
08034BA8,table,315,claimed,dialogue,,,08092840,スマヌ！·/ヤハリ　ナカマ　ウラギレナイ··□は/気が変わった様だ
08034BAC,table,315,claimed,dialogue,,,08092884,な…·…·…·仲魔が！！　
